order_id,customer_id,product_id,product_name,category,order_date,quantity,unit_price,amount,status,payment_status
ORD-5429,CUST-1148,PRD-204,NovaPhone Max 15 (512GB Gold),Smartphones,2026-06-23,1,1349.0,1349.0,Completed,Paid
ORD-5430,CUST-1101,PRD-304,NovaSound Wireless Lite (BT 5.3),Headphones,2026-06-23,1,69.0,69.0,Completed,Paid
ORD-5431,CUST-1152,PRD-503,NovaPad Mini 8.4 (Handheld),Tablets,2026-06-23,1,379.0,379.0,Completed,Paid
ORD-5432,CUST-1007,PRD-606,NovaStand Aluminum Laptop Riser,Accessories,2026-06-23,1,45.0,45.0,Completed,Paid
ORD-5433,CUST-1113,PRD-302,NovaSound Sport Pods (Waterproof),Headphones,2026-06-23,2,149.0,298.0,Returned,Refunded
ORD-5434,CUST-1105,PRD-604,NovaMouse Wireless Ergonomic Pro,Accessories,2026-06-23,1,79.0,79.0,Completed,Paid
ORD-5435,CUST-1065,PRD-604,NovaMouse Wireless Ergonomic Pro,Accessories,2026-06-24,1,79.0,79.0,Completed,Paid
ORD-5436,CUST-1097,PRD-103,NovaBook Gaming 15 (RTX 4070),Laptops,2026-06-24,1,1399.0,1399.0,Completed,Paid
ORD-5437,CUST-1150,PRD-401,NovaWatch Ultra Pro (Titanium Cellular),Smartwatches,2026-06-24,1,499.0,499.0,Completed,Paid
ORD-5438,CUST-1108,PRD-503,NovaPad Mini 8.4 (Handheld),Tablets,2026-06-24,1,379.0,379.0,Completed,Paid
ORD-5439,CUST-1138,PRD-602,NovaHub 8-in-1 Dual 4K USB-C Dock,Accessories,2026-06-24,1,59.0,59.0,Returned,Refunded
ORD-5440,CUST-1091,PRD-202,NovaPhone 15 (128GB Midnight),Smartphones,2026-06-24,1,799.0,799.0,Returned,Refunded
ORD-5441,CUST-1103,PRD-607,NovaCase Magnetic Smart Folio,Accessories,2026-06-24,1,39.0,39.0,Completed,Paid
ORD-5442,CUST-1028,PRD-101,NovaBook Pro 16 (M3 Max/32GB),Laptops,2026-06-24,1,1799.0,1799.0,Completed,Paid
ORD-5443,CUST-1133,PRD-503,NovaPad Mini 8.4 (Handheld),Tablets,2026-06-24,1,379.0,379.0,Completed,Paid
ORD-5444,CUST-1115,PRD-304,NovaSound Wireless Lite (BT 5.3),Headphones,2026-06-24,1,69.0,69.0,Completed,Paid
ORD-5445,CUST-1151,PRD-605,NovaPen Pro Stylus with Haptics,Accessories,2026-06-24,1,99.0,99.0,Completed,Paid
ORD-5446,CUST-1007,PRD-501,NovaPad Pro 12.9 (120Hz Liquid OLED),Tablets,2026-06-24,1,899.0,899.0,Completed,Paid
ORD-5447,CUST-1030,PRD-606,NovaStand Aluminum Laptop Riser,Accessories,2026-06-25,1,45.0,45.0,Completed,Paid
ORD-5448,CUST-1117,PRD-203,NovaPhone 14 Lite (64GB),Smartphones,2026-06-25,1,449.0,449.0,Completed,Paid
ORD-5449,CUST-1025,PRD-403,NovaWatch Fit Classic (Leather Band),Smartwatches,2026-06-25,1,179.0,179.0,Completed,Paid
ORD-5450,CUST-1018,PRD-302,NovaSound Sport Pods (Waterproof),Headphones,2026-06-25,1,149.0,149.0,Completed,Paid
ORD-5451,CUST-1006,PRD-303,NovaSound Studio Pro (Wired HiFi),Headphones,2026-06-25,1,389.0,389.0,Completed,Paid
ORD-5452,CUST-1043,PRD-606,NovaStand Aluminum Laptop Riser,Accessories,2026-06-25,1,45.0,45.0,Completed,Paid
ORD-5453,CUST-1041,PRD-303,NovaSound Studio Pro (Wired HiFi),Headphones,2026-06-25,1,389.0,389.0,Completed,Paid
ORD-5454,CUST-1060,PRD-401,NovaWatch Ultra Pro (Titanium Cellular),Smartwatches,2026-06-25,1,499.0,499.0,Completed,Paid
ORD-5455,CUST-1111,PRD-401,NovaWatch Ultra Pro (Titanium Cellular),Smartwatches,2026-06-25,1,499.0,499.0,Completed,Paid
ORD-5456,CUST-1051,PRD-403,NovaWatch Fit Classic (Leather Band),Smartwatches,2026-06-25,1,179.0,179.0,Completed,Paid
ORD-5457,CUST-1055,PRD-203,NovaPhone 14 Lite (64GB),Smartphones,2026-06-25,1,449.0,449.0,Completed,Paid
ORD-5458,CUST-1148,PRD-104,NovaBook Ultra 13 (Portable),Laptops,2026-06-26,1,849.0,849.0,Completed,Paid
ORD-5459,CUST-1094,PRD-303,NovaSound Studio Pro (Wired HiFi),Headphones,2026-06-26,1,389.0,389.0,Completed,Paid
ORD-5460,CUST-1126,PRD-502,NovaPad Air 10.9 (Lightweight),Tablets,2026-06-26,3,549.0,1647.0,Completed,Paid
ORD-5461,CUST-1100,PRD-602,NovaHub 8-in-1 Dual 4K USB-C Dock,Accessories,2026-06-26,1,59.0,59.0,Completed,Paid
ORD-5462,CUST-1091,PRD-403,NovaWatch Fit Classic (Leather Band),Smartwatches,2026-06-26,1,179.0,179.0,Completed,Paid
ORD-5463,CUST-1077,PRD-602,NovaHub 8-in-1 Dual 4K USB-C Dock,Accessories,2026-06-26,1,59.0,59.0,Completed,Paid
ORD-5464,CUST-1081,PRD-104,NovaBook Ultra 13 (Portable),Laptops,2026-06-26,1,849.0,849.0,Completed,Paid
ORD-5465,CUST-1096,PRD-605,NovaPen Pro Stylus with Haptics,Accessories,2026-06-26,1,99.0,99.0,Completed,Paid
ORD-5466,CUST-1153,PRD-201,NovaPhone 15 Pro (256GB Titanium),Smartphones,2026-06-26,1,1199.0,1199.0,Completed,Paid
ORD-5467,CUST-1125,PRD-603,NovaKey Mechanical RGB Keyboard,Accessories,2026-06-26,1,129.0,129.0,Completed,Paid
ORD-5468,CUST-1045,PRD-503,NovaPad Mini 8.4 (Handheld),Tablets,2026-06-26,1,379.0,379.0,Completed,Paid
ORD-5469,CUST-1081,PRD-403,NovaWatch Fit Classic (Leather Band),Smartwatches,2026-06-27,1,179.0,179.0,Completed,Paid
ORD-5470,CUST-1003,PRD-501,NovaPad Pro 12.9 (120Hz Liquid OLED),Tablets,2026-06-27,1,899.0,899.0,Completed,Paid
ORD-5471,CUST-1144,PRD-502,NovaPad Air 10.9 (Lightweight),Tablets,2026-06-27,1,549.0,549.0,Completed,Paid
ORD-5472,CUST-1126,PRD-402,NovaWatch Active 4 (Fitness/OLED),Smartwatches,2026-06-27,1,249.0,249.0,Completed,Paid
ORD-5473,CUST-1043,PRD-103,NovaBook Gaming 15 (RTX 4070),Laptops,2026-06-27,1,1399.0,1399.0,Completed,Paid
ORD-5474,CUST-1057,PRD-302,NovaSound Sport Pods (Waterproof),Headphones,2026-06-27,1,149.0,149.0,Completed,Paid
ORD-5475,CUST-1074,PRD-202,NovaPhone 15 (128GB Midnight),Smartphones,2026-06-27,1,799.0,799.0,Completed,Paid
ORD-5476,CUST-1127,PRD-503,NovaPad Mini 8.4 (Handheld),Tablets,2026-06-27,1,379.0,379.0,Completed,Paid
ORD-5477,CUST-1069,PRD-607,NovaCase Magnetic Smart Folio,Accessories,2026-06-27,1,39.0,39.0,Completed,Paid
ORD-5478,CUST-1139,PRD-607,NovaCase Magnetic Smart Folio,Accessories,2026-06-27,1,39.0,39.0,Completed,Paid
ORD-5479,CUST-1140,PRD-203,NovaPhone 14 Lite (64GB),Smartphones,2026-06-27,3,449.0,1347.0,Completed,Paid
ORD-5480,CUST-1064,PRD-302,NovaSound Sport Pods (Waterproof),Headphones,2026-06-27,2,149.0,298.0,Cancelled,Refunded
ORD-5481,CUST-1090,PRD-103,NovaBook Gaming 15 (RTX 4070),Laptops,2026-06-28,1,1399.0,1399.0,Completed,Paid
ORD-5482,CUST-1061,PRD-203,NovaPhone 14 Lite (64GB),Smartphones,2026-06-28,1,449.0,449.0,Completed,Paid
ORD-5483,CUST-1090,PRD-605,NovaPen Pro Stylus with Haptics,Accessories,2026-06-28,1,99.0,99.0,Completed,Paid
ORD-5484,CUST-1158,PRD-201,NovaPhone 15 Pro (256GB Titanium),Smartphones,2026-06-28,1,1199.0,1199.0,Completed,Paid
ORD-5485,CUST-1016,PRD-601,NovaCharge 100W GaN 4-Port Fast Charger,Accessories,2026-06-28,1,69.0,69.0,Completed,Paid
ORD-5486,CUST-1138,PRD-202,NovaPhone 15 (128GB Midnight),Smartphones,2026-06-28,1,799.0,799.0,Completed,Paid
ORD-5487,CUST-1075,PRD-601,NovaCharge 100W GaN 4-Port Fast Charger,Accessories,2026-06-28,1,69.0,69.0,Completed,Paid
ORD-5488,CUST-1025,PRD-201,NovaPhone 15 Pro (256GB Titanium),Smartphones,2026-06-28,3,1199.0,3597.0,Completed,Paid
ORD-5489,CUST-1016,PRD-301,NovaSound ANC 700 (Noise-Canceling),Headphones,2026-06-28,2,299.0,598.0,Returned,Refunded
ORD-5490,CUST-1038,PRD-605,NovaPen Pro Stylus with Haptics,Accessories,2026-06-28,1,99.0,99.0,Completed,Paid
ORD-5491,CUST-1101,PRD-501,NovaPad Pro 12.9 (120Hz Liquid OLED),Tablets,2026-06-28,1,899.0,899.0,Completed,Paid
ORD-5492,CUST-1107,PRD-401,NovaWatch Ultra Pro (Titanium Cellular),Smartwatches,2026-06-28,1,499.0,499.0,Completed,Paid
ORD-5493,CUST-1024,PRD-401,NovaWatch Ultra Pro (Titanium Cellular),Smartwatches,2026-06-28,1,499.0,499.0,Completed,Paid
ORD-5494,CUST-1117,PRD-501,NovaPad Pro 12.9 (120Hz Liquid OLED),Tablets,2026-06-29,1,899.0,899.0,Cancelled,Refunded
ORD-5495,CUST-1024,PRD-606,NovaStand Aluminum Laptop Riser,Accessories,2026-06-29,3,45.0,135.0,Completed,Paid
ORD-5496,CUST-1092,PRD-103,NovaBook Gaming 15 (RTX 4070),Laptops,2026-06-29,1,1399.0,1399.0,Completed,Paid
ORD-5497,CUST-1110,PRD-203,NovaPhone 14 Lite (64GB),Smartphones,2026-06-29,1,449.0,449.0,Completed,Paid
ORD-5498,CUST-1073,PRD-303,NovaSound Studio Pro (Wired HiFi),Headphones,2026-06-29,1,389.0,389.0,Completed,Paid
ORD-5499,CUST-1125,PRD-303,NovaSound Studio Pro (Wired HiFi),Headphones,2026-06-29,2,389.0,778.0,Completed,Paid
ORD-5500,CUST-1012,PRD-104,NovaBook Ultra 13 (Portable),Laptops,2026-06-29,1,849.0,849.0,Completed,Paid
ORD-5501,CUST-1005,PRD-104,NovaBook Ultra 13 (Portable),Laptops,2026-06-29,2,849.0,1698.0,Completed,Paid
ORD-5502,CUST-1117,PRD-101,NovaBook Pro 16 (M3 Max/32GB),Laptops,2026-06-29,3,1799.0,5397.0,Completed,Paid
ORD-5503,CUST-1034,PRD-603,NovaKey Mechanical RGB Keyboard,Accessories,2026-06-29,1,129.0,129.0,Completed,Paid
ORD-5504,CUST-1071,PRD-103,NovaBook Gaming 15 (RTX 4070),Laptops,2026-06-29,1,1399.0,1399.0,Completed,Paid
ORD-5505,CUST-1096,PRD-604,NovaMouse Wireless Ergonomic Pro,Accessories,2026-06-29,2,79.0,158.0,Completed,Paid
ORD-5506,CUST-1102,PRD-603,NovaKey Mechanical RGB Keyboard,Accessories,2026-06-29,1,129.0,129.0,Completed,Paid
ORD-5507,CUST-1110,PRD-603,NovaKey Mechanical RGB Keyboard,Accessories,2026-06-30,1,129.0,129.0,Completed,Paid
ORD-5508,CUST-1055,PRD-501,NovaPad Pro 12.9 (120Hz Liquid OLED),Tablets,2026-06-30,1,899.0,899.0,Completed,Paid
ORD-5509,CUST-1133,PRD-604,NovaMouse Wireless Ergonomic Pro,Accessories,2026-06-30,1,79.0,79.0,Cancelled,Refunded
ORD-5510,CUST-1088,PRD-104,NovaBook Ultra 13 (Portable),Laptops,2026-06-30,3,849.0,2547.0,Completed,Paid
ORD-5511,CUST-1034,PRD-501,NovaPad Pro 12.9 (120Hz Liquid OLED),Tablets,2026-06-30,1,899.0,899.0,Completed,Paid
ORD-5512,CUST-1027,PRD-104,NovaBook Ultra 13 (Portable),Laptops,2026-06-30,1,849.0,849.0,Completed,Paid
ORD-5513,CUST-1036,PRD-401,NovaWatch Ultra Pro (Titanium Cellular),Smartwatches,2026-06-30,1,499.0,499.0,Completed,Paid
ORD-5514,CUST-1035,PRD-603,NovaKey Mechanical RGB Keyboard,Accessories,2026-06-30,3,129.0,387.0,Completed,Paid
ORD-5515,CUST-1136,PRD-601,NovaCharge 100W GaN 4-Port Fast Charger,Accessories,2026-06-30,1,69.0,69.0,Completed,Paid
ORD-5516,CUST-1113,PRD-304,NovaSound Wireless Lite (BT 5.3),Headphones,2026-06-30,1,69.0,69.0,Completed,Paid
ORD-5517,CUST-1039,PRD-402,NovaWatch Active 4 (Fitness/OLED),Smartwatches,2026-06-30,1,249.0,249.0,Completed,Paid
ORD-5518,CUST-1056,PRD-103,NovaBook Gaming 15 (RTX 4070),Laptops,2026-06-30,2,1399.0,2798.0,Completed,Paid
ORD-5519,CUST-1151,PRD-606,NovaStand Aluminum Laptop Riser,Accessories,2026-07-01,1,45.0,45.0,Completed,Paid
ORD-5520,CUST-1081,PRD-201,NovaPhone 15 Pro (256GB Titanium),Smartphones,2026-07-01,1,1199.0,1199.0,Completed,Paid
ORD-5521,CUST-1064,PRD-503,NovaPad Mini 8.4 (Handheld),Tablets,2026-07-01,1,379.0,379.0,Completed,Paid
ORD-5522,CUST-1073,PRD-607,NovaCase Magnetic Smart Folio,Accessories,2026-07-01,2,39.0,78.0,Cancelled,Refunded
ORD-5523,CUST-1078,PRD-203,NovaPhone 14 Lite (64GB),Smartphones,2026-07-01,1,449.0,449.0,Completed,Paid
ORD-5524,CUST-1101,PRD-302,NovaSound Sport Pods (Waterproof),Headphones,2026-07-01,1,149.0,149.0,Completed,Paid
ORD-5525,CUST-1062,PRD-501,NovaPad Pro 12.9 (120Hz Liquid OLED),Tablets,2026-07-01,1,899.0,899.0,Completed,Paid
ORD-5526,CUST-1153,PRD-103,NovaBook Gaming 15 (RTX 4070),Laptops,2026-07-01,1,1399.0,1399.0,Completed,Paid
ORD-5527,CUST-1093,PRD-303,NovaSound Studio Pro (Wired HiFi),Headphones,2026-07-01,1,389.0,389.0,Completed,Paid
ORD-5528,CUST-1146,PRD-402,NovaWatch Active 4 (Fitness/OLED),Smartwatches,2026-07-01,1,249.0,249.0,Completed,Paid
ORD-5529,CUST-1121,PRD-607,NovaCase Magnetic Smart Folio,Accessories,2026-07-01,1,39.0,39.0,Completed,Paid
ORD-5530,CUST-1068,PRD-203,NovaPhone 14 Lite (64GB),Smartphones,2026-07-02,1,449.0,449.0,Returned,Refunded
ORD-5531,CUST-1074,PRD-603,NovaKey Mechanical RGB Keyboard,Accessories,2026-07-02,1,129.0,129.0,Completed,Paid
ORD-5532,CUST-1109,PRD-605,NovaPen Pro Stylus with Haptics,Accessories,2026-07-02,1,99.0,99.0,Completed,Paid
ORD-5533,CUST-1138,PRD-602,NovaHub 8-in-1 Dual 4K USB-C Dock,Accessories,2026-07-02,1,59.0,59.0,Returned,Refunded
ORD-5534,CUST-1053,PRD-201,NovaPhone 15 Pro (256GB Titanium),Smartphones,2026-07-02,1,1199.0,1199.0,Completed,Paid
ORD-5535,CUST-1017,PRD-302,NovaSound Sport Pods (Waterproof),Headphones,2026-07-02,1,149.0,149.0,Completed,Paid
ORD-5536,CUST-1062,PRD-102,NovaBook Air 14 (M2/16GB),Laptops,2026-07-02,1,1099.0,1099.0,Completed,Paid
ORD-5537,CUST-1030,PRD-403,NovaWatch Fit Classic (Leather Band),Smartwatches,2026-07-02,1,179.0,179.0,Returned,Refunded
ORD-5538,CUST-1045,PRD-104,NovaBook Ultra 13 (Portable),Laptops,2026-07-02,1,849.0,849.0,Completed,Paid
ORD-5539,CUST-1003,PRD-202,NovaPhone 15 (128GB Midnight),Smartphones,2026-07-02,1,799.0,799.0,Completed,Paid
ORD-5540,CUST-1133,PRD-606,NovaStand Aluminum Laptop Riser,Accessories,2026-07-02,1,45.0,45.0,Completed,Paid
ORD-5541,CUST-1069,PRD-606,NovaStand Aluminum Laptop Riser,Accessories,2026-07-03,2,45.0,90.0,Completed,Paid
ORD-5542,CUST-1008,PRD-303,NovaSound Studio Pro (Wired HiFi),Headphones,2026-07-03,1,389.0,389.0,Completed,Paid
ORD-5543,CUST-1017,PRD-301,NovaSound ANC 700 (Noise-Canceling),Headphones,2026-07-03,1,299.0,299.0,Completed,Paid
ORD-5544,CUST-1020,PRD-501,NovaPad Pro 12.9 (120Hz Liquid OLED),Tablets,2026-07-03,1,899.0,899.0,Completed,Paid
ORD-5545,CUST-1128,PRD-601,NovaCharge 100W GaN 4-Port Fast Charger,Accessories,2026-07-03,1,69.0,69.0,Completed,Paid
ORD-5546,CUST-1027,PRD-601,NovaCharge 100W GaN 4-Port Fast Charger,Accessories,2026-07-03,1,69.0,69.0,Completed,Paid
ORD-5547,CUST-1131,PRD-101,NovaBook Pro 16 (M3 Max/32GB),Laptops,2026-07-03,1,1799.0,1799.0,Completed,Paid
ORD-5548,CUST-1063,PRD-102,NovaBook Air 14 (M2/16GB),Laptops,2026-07-03,1,1099.0,1099.0,Completed,Paid
ORD-5549,CUST-1039,PRD-202,NovaPhone 15 (128GB Midnight),Smartphones,2026-07-03,2,799.0,1598.0,Completed,Paid
ORD-5550,CUST-1142,PRD-605,NovaPen Pro Stylus with Haptics,Accessories,2026-07-03,1,99.0,99.0,Completed,Paid
ORD-5551,CUST-1083,PRD-204,NovaPhone Max 15 (512GB Gold),Smartphones,2026-07-03,1,1349.0,1349.0,Completed,Paid
ORD-5552,CUST-1070,PRD-103,NovaBook Gaming 15 (RTX 4070),Laptops,2026-07-03,1,1399.0,1399.0,Completed,Paid
ORD-5553,CUST-1014,PRD-202,NovaPhone 15 (128GB Midnight),Smartphones,2026-07-03,1,799.0,799.0,Completed,Paid
ORD-5554,CUST-1012,PRD-401,NovaWatch Ultra Pro (Titanium Cellular),Smartwatches,2026-07-03,1,499.0,499.0,Completed,Paid
ORD-5555,CUST-1073,PRD-607,NovaCase Magnetic Smart Folio,Accessories,2026-07-03,2,39.0,78.0,Completed,Paid
ORD-5556,CUST-1142,PRD-403,NovaWatch Fit Classic (Leather Band),Smartwatches,2026-07-03,1,179.0,179.0,Completed,Paid
ORD-5557,CUST-1078,PRD-606,NovaStand Aluminum Laptop Riser,Accessories,2026-07-04,1,45.0,45.0,Completed,Paid
ORD-5558,CUST-1152,PRD-501,NovaPad Pro 12.9 (120Hz Liquid OLED),Tablets,2026-07-04,3,899.0,2697.0,Completed,Paid
ORD-5559,CUST-1140,PRD-607,NovaCase Magnetic Smart Folio,Accessories,2026-07-04,1,39.0,39.0,Completed,Paid
ORD-5560,CUST-1105,PRD-101,NovaBook Pro 16 (M3 Max/32GB),Laptops,2026-07-04,1,1799.0,1799.0,Completed,Paid
ORD-5561,CUST-1003,PRD-303,NovaSound Studio Pro (Wired HiFi),Headphones,2026-07-04,1,389.0,389.0,Completed,Paid
ORD-5562,CUST-1079,PRD-104,NovaBook Ultra 13 (Portable),Laptops,2026-07-04,1,849.0,849.0,Completed,Paid
ORD-5563,CUST-1108,PRD-501,NovaPad Pro 12.9 (120Hz Liquid OLED),Tablets,2026-07-04,3,899.0,2697.0,Completed,Paid
ORD-5564,CUST-1037,PRD-605,NovaPen Pro Stylus with Haptics,Accessories,2026-07-04,1,99.0,99.0,Returned,Refunded
ORD-5565,CUST-1134,PRD-402,NovaWatch Active 4 (Fitness/OLED),Smartwatches,2026-07-04,1,249.0,249.0,Completed,Paid
ORD-5566,CUST-1022,PRD-601,NovaCharge 100W GaN 4-Port Fast Charger,Accessories,2026-07-04,1,69.0,69.0,Completed,Paid
ORD-5567,CUST-1101,PRD-103,NovaBook Gaming 15 (RTX 4070),Laptops,2026-07-04,1,1399.0,1399.0,Returned,Refunded
ORD-5568,CUST-1061,PRD-302,NovaSound Sport Pods (Waterproof),Headphones,2026-07-04,1,149.0,149.0,Completed,Paid
ORD-5569,CUST-1101,PRD-605,NovaPen Pro Stylus with Haptics,Accessories,2026-07-04,2,99.0,198.0,Completed,Paid
ORD-5570,CUST-1116,PRD-301,NovaSound ANC 700 (Noise-Canceling),Headphones,2026-07-04,1,299.0,299.0,Completed,Paid
ORD-5571,CUST-1035,PRD-607,NovaCase Magnetic Smart Folio,Accessories,2026-07-04,1,39.0,39.0,Completed,Paid
ORD-5572,CUST-1043,PRD-403,NovaWatch Fit Classic (Leather Band),Smartwatches,2026-07-05,1,179.0,179.0,Completed,Paid
ORD-5573,CUST-1138,PRD-304,NovaSound Wireless Lite (BT 5.3),Headphones,2026-07-05,3,69.0,207.0,Completed,Paid
ORD-5574,CUST-1079,PRD-403,NovaWatch Fit Classic (Leather Band),Smartwatches,2026-07-05,1,179.0,179.0,Completed,Paid
ORD-5575,CUST-1041,PRD-604,NovaMouse Wireless Ergonomic Pro,Accessories,2026-07-05,1,79.0,79.0,Completed,Paid
ORD-5576,CUST-1155,PRD-102,NovaBook Air 14 (M2/16GB),Laptops,2026-07-05,1,1099.0,1099.0,Completed,Paid
ORD-5577,CUST-1038,PRD-103,NovaBook Gaming 15 (RTX 4070),Laptops,2026-07-05,1,1399.0,1399.0,Completed,Paid
ORD-5578,CUST-1102,PRD-502,NovaPad Air 10.9 (Lightweight),Tablets,2026-07-05,1,549.0,549.0,Completed,Paid
ORD-5579,CUST-1045,PRD-101,NovaBook Pro 16 (M3 Max/32GB),Laptops,2026-07-05,2,1799.0,3598.0,Completed,Paid
ORD-5580,CUST-1143,PRD-606,NovaStand Aluminum Laptop Riser,Accessories,2026-07-05,1,45.0,45.0,Completed,Paid
ORD-5581,CUST-1027,PRD-201,NovaPhone 15 Pro (256GB Titanium),Smartphones,2026-07-05,1,1199.0,1199.0,Returned,Refunded
ORD-5582,CUST-1034,PRD-203,NovaPhone 14 Lite (64GB),Smartphones,2026-07-05,2,449.0,898.0,Completed,Paid
ORD-5583,CUST-1022,PRD-601,NovaCharge 100W GaN 4-Port Fast Charger,Accessories,2026-07-06,1,69.0,69.0,Completed,Paid
ORD-5584,CUST-1020,PRD-101,NovaBook Pro 16 (M3 Max/32GB),Laptops,2026-07-06,3,1799.0,5397.0,Completed,Paid
ORD-5585,CUST-1114,PRD-201,NovaPhone 15 Pro (256GB Titanium),Smartphones,2026-07-06,1,1199.0,1199.0,Completed,Paid
ORD-5586,CUST-1085,PRD-104,NovaBook Ultra 13 (Portable),Laptops,2026-07-06,1,849.0,849.0,Completed,Paid
ORD-5587,CUST-1044,PRD-601,NovaCharge 100W GaN 4-Port Fast Charger,Accessories,2026-07-06,1,69.0,69.0,Completed,Paid
ORD-5588,CUST-1128,PRD-101,NovaBook Pro 16 (M3 Max/32GB),Laptops,2026-07-06,1,1799.0,1799.0,Completed,Paid
ORD-5589,CUST-1091,PRD-203,NovaPhone 14 Lite (64GB),Smartphones,2026-07-06,2,449.0,898.0,Completed,Paid
ORD-5590,CUST-1115,PRD-201,NovaPhone 15 Pro (256GB Titanium),Smartphones,2026-07-06,1,1199.0,1199.0,Completed,Paid
ORD-5591,CUST-1063,PRD-603,NovaKey Mechanical RGB Keyboard,Accessories,2026-07-06,1,129.0,129.0,Completed,Paid
ORD-5592,CUST-1141,PRD-501,NovaPad Pro 12.9 (120Hz Liquid OLED),Tablets,2026-07-06,1,899.0,899.0,Completed,Paid
ORD-5593,CUST-1036,PRD-402,NovaWatch Active 4 (Fitness/OLED),Smartwatches,2026-07-06,1,249.0,249.0,Completed,Paid
ORD-5594,CUST-1135,PRD-204,NovaPhone Max 15 (512GB Gold),Smartphones,2026-07-06,1,1349.0,1349.0,Completed,Paid
ORD-5595,CUST-1005,PRD-401,NovaWatch Ultra Pro (Titanium Cellular),Smartwatches,2026-07-06,1,499.0,499.0,Completed,Paid
ORD-5596,CUST-1140,PRD-501,NovaPad Pro 12.9 (120Hz Liquid OLED),Tablets,2026-07-06,1,899.0,899.0,Completed,Paid
ORD-5597,CUST-1083,PRD-401,NovaWatch Ultra Pro (Titanium Cellular),Smartwatches,2026-07-06,1,499.0,499.0,Cancelled,Refunded
ORD-5598,CUST-1153,PRD-204,NovaPhone Max 15 (512GB Gold),Smartphones,2026-07-06,1,1349.0,1349.0,Completed,Paid
ORD-5599,CUST-1015,PRD-501,NovaPad Pro 12.9 (120Hz Liquid OLED),Tablets,2026-07-07,1,899.0,899.0,Completed,Paid
ORD-5600,CUST-1060,PRD-202,NovaPhone 15 (128GB Midnight),Smartphones,2026-07-07,1,799.0,799.0,Completed,Paid
ORD-5601,CUST-1069,PRD-503,NovaPad Mini 8.4 (Handheld),Tablets,2026-07-07,1,379.0,379.0,Completed,Paid
ORD-5602,CUST-1015,PRD-607,NovaCase Magnetic Smart Folio,Accessories,2026-07-07,3,39.0,117.0,Completed,Paid
ORD-5603,CUST-1100,PRD-304,NovaSound Wireless Lite (BT 5.3),Headphones,2026-07-07,2,69.0,138.0,Completed,Paid
ORD-5604,CUST-1045,PRD-202,NovaPhone 15 (128GB Midnight),Smartphones,2026-07-07,1,799.0,799.0,Completed,Paid
ORD-5605,CUST-1092,PRD-601,NovaCharge 100W GaN 4-Port Fast Charger,Accessories,2026-07-07,1,69.0,69.0,Completed,Paid
ORD-5606,CUST-1146,PRD-601,NovaCharge 100W GaN 4-Port Fast Charger,Accessories,2026-07-07,1,69.0,69.0,Completed,Paid
ORD-5607,CUST-1127,PRD-503,NovaPad Mini 8.4 (Handheld),Tablets,2026-07-07,1,379.0,379.0,Completed,Paid
ORD-5608,CUST-1024,PRD-102,NovaBook Air 14 (M2/16GB),Laptops,2026-07-07,1,1099.0,1099.0,Completed,Paid
ORD-5609,CUST-1135,PRD-501,NovaPad Pro 12.9 (120Hz Liquid OLED),Tablets,2026-07-07,1,899.0,899.0,Completed,Paid
ORD-5610,CUST-1052,PRD-201,NovaPhone 15 Pro (256GB Titanium),Smartphones,2026-07-07,1,1199.0,1199.0,Completed,Paid
ORD-5611,CUST-1083,PRD-102,NovaBook Air 14 (M2/16GB),Laptops,2026-07-07,1,1099.0,1099.0,Completed,Paid
ORD-5612,CUST-1029,PRD-502,NovaPad Air 10.9 (Lightweight),Tablets,2026-07-08,2,549.0,1098.0,Completed,Paid
ORD-5613,CUST-1096,PRD-605,NovaPen Pro Stylus with Haptics,Accessories,2026-07-08,2,99.0,198.0,Completed,Paid
ORD-5614,CUST-1026,PRD-303,NovaSound Studio Pro (Wired HiFi),Headphones,2026-07-08,1,389.0,389.0,Completed,Paid
ORD-5615,CUST-1041,PRD-606,NovaStand Aluminum Laptop Riser,Accessories,2026-07-08,2,45.0,90.0,Completed,Paid
ORD-5616,CUST-1125,PRD-603,NovaKey Mechanical RGB Keyboard,Accessories,2026-07-08,1,129.0,129.0,Completed,Paid
ORD-5617,CUST-1144,PRD-605,NovaPen Pro Stylus with Haptics,Accessories,2026-07-08,2,99.0,198.0,Completed,Paid
ORD-5618,CUST-1092,PRD-204,NovaPhone Max 15 (512GB Gold),Smartphones,2026-07-08,1,1349.0,1349.0,Completed,Paid
ORD-5619,CUST-1097,PRD-302,NovaSound Sport Pods (Waterproof),Headphones,2026-07-08,1,149.0,149.0,Completed,Paid
ORD-5620,CUST-1046,PRD-606,NovaStand Aluminum Laptop Riser,Accessories,2026-07-08,1,45.0,45.0,Completed,Paid
ORD-5621,CUST-1147,PRD-401,NovaWatch Ultra Pro (Titanium Cellular),Smartwatches,2026-07-08,2,499.0,998.0,Completed,Paid
ORD-5622,CUST-1146,PRD-102,NovaBook Air 14 (M2/16GB),Laptops,2026-07-08,1,1099.0,1099.0,Completed,Paid
ORD-5623,CUST-1157,PRD-204,NovaPhone Max 15 (512GB Gold),Smartphones,2026-07-08,1,1349.0,1349.0,Completed,Paid
ORD-5624,CUST-1037,PRD-303,NovaSound Studio Pro (Wired HiFi),Headphones,2026-07-09,1,389.0,389.0,Completed,Paid
